poultry_establishment_id,full_establishment_id,name,address,city,state,zip,grant_date,activities,dba,district,circuit,establishment_size,processed_volume_category,slaughter_volume_category,active
P38555,P38555,Anco Poultry Processing,24161 NW Kentucky Rd,Garnett,KS,66032,,"Poultry Processing, Poultry Slaughter","",35,3507,Very Small,2,3,true
P39,P39,Pine Manor,9622 West County Road 350 North,Orland,IN,46776,,"Poultry Processing, Poultry Slaughter",Crystal Valley Foods; Crystal Valley Poultry; Fawn River Poultry; Katie's Best; Miller Amish Country Farms; Miller Amish Country Foods; Miller Amish Country Poultry; Miller Poultry; Orland Poultry; Pine Manor; Pine Manor Farms; Pine Manor Foods; Pine Manor Poultry,50,5033,Small,4,5,true
P39891,M39891 + P39891,P H Foods,4013 Highway 80,Morton,MS,39117,,"Meat Processing, Poultry Processing","",90,90,Small,4,,true
P39915,P39915 + V39915,Locust Point Farms,430 LOCUST POINT ROAD,ELKTON,MD,21921,,"Food Inspection, Identification - Poultry, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry","",80,8014,Small,4,4,true
P40,P40,Pilgrim's Pride,125 Industrial Blvd.,Ellijay,GA,30540,,"Poultry Processing, Poultry Slaughter","",85,8507,Large,5,5,true
P4005,M4005 + P4005 + V4005,Williamsburg Packing,920 Eastland Avenue,Kingstree,SC,29556,,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry, Voluntar","",85,8522,Very Small,3,3,true
P40059,M40059 + P40059,Legendary Meats,1058 King Industrial Drive,Marietta,GA,30062,2019-03-05 00:00:00 UTC,"Meat Processing, Poultry Processing","",85,8507,Small,3,,true
P40124,P40124,Foundation Food Group,2080 Industrial Drive,Gainesville,GA,30504,2021-04-01 00:00:00 UTC,Poultry Processing,Victory Processing #2,85,85,Large,4,,true
P40169,M47283+P40169+V40169,Heritage Hill Processing,15024 Sandstone Dr.,Utica,MN,55979,0020-05-27 00:00:00 UTC,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Poultry, Voluntary Slaughter - Rabbit",KB Poultry Processing,,,,,,true
P40181,M40181 + P40181,The Best Bran,15268 Proctor Avenue,City of Industry,CA,91746,,"Meat Processing, Poultry Processing","",5,506,Small,3,,true
P40183,P40183,Sanderson Farms,2081 Sanderson Way,Kinston,NC,28504,,"Poultry Processing, Poultry Slaughter","",80,8015,Large,5,5,true
P40264,M40264 + P40264 + V40264,Rancher's US OP,4301 White Bear Parkway,Vadnais Heights,MN,55110,2021-07-01 00:00:00 UTC,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",Ranchers Legacy,25,2512,Small,3,,true
P403,M27266 + P403,West Central Turkeys,704 N. Broadway,Pelican Rapids,MN,56572,2014-07-05 00:00:00 UTC,"Meat Processing, Poultry Processing","Festive Brand; Hormel Foods Corporation; Jennie-O; Jennie-O Foods, Inc.s; Jennie-O Turkey Store Sales; Jennie-O Turkey Store, Inc.; Jerome Foods, Inc.; Jerome's Golden Glo; Norwestern Deli; The Turkey Store, Inc.",25,2503,Large,5,,true
P40311,M40311 + P40311,Mecca Halal Poultry,36-27 32nd Street,Long Island City,NY,11106,,"Meat Processing, Poultry Processing","",60,6017,Very Small,2,,true
P40345,P40345,Misty Lea Farm Poultry Processing,1567 Jeff Adams Road,Pembroke,KY,42266,2021-01-07 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",90,9002,Very Small,2,4,true
P40367,M40367 + P40367,Shuler Meats,124 Shuler Road,Thomasville,NC,27360,,"Meat Processing, Poultry Processing","",80,80,Small,4,,true
P40440,M40440 + P40440,RYC Foods,402 Menchaca Street,San Antonio,TX,78207,2012-10-08 00:00:00 UTC,Meat Processing,"",40,4040,Small,3,,true
P4089,M4089 + P4089 + V4089,Poultry Products of Manchester,31 Jack's Bridges Road,Londonderry,NH,03053,,"Food Inspection, Meat Processing, Poultry Processing",Poultry Products Northeast; PPNE; Prime Source Foods,60,6025,Small,2,,true
P4102,M4102 + P4102 + V4102,Morasch Meats,4050 NE 158th,Portland,OR,97230,2018-01-02 00:00:00 UTC,"Animal Foods Inspection, Certification - Export, Certification - Trichinae, Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Processing - Poul","",15,1509,Small,4,,true
P4104,M4104 + P4104,Palisades Ranch,5925 South Alcoa Avenue,Vernon,CA,90058,,"Meat Processing, Poultry Processing","",5,503,Small,4,,true
P4114,M6028A + P4114 + V6028A,West Coast Prime Meats,344 Cliffwood Park,Brea,CA,92821,,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Rabbit","",5,521,Small,4,,true
P4121A,M4121A + P4121A + V4121A,Custom Made Meals,5575 Logan Ct.,Denver,CO,80216,,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",Dale Easton,15,1514,Small,3,,true
P4150,M4150 + P4150,Tommy's Quality Meats,2363 Newton Avenue,San Diego,CA,92113,,"Meat Processing, Poultry Processing","",5,518,Small,3,,true
P4153,M4153 + P4153,Shelton Poultry,204 N Loranne Ave.,Pomona,CA,91767,2001-03-01 00:00:00 UTC,Poultry Processing,"",5,506,Small,3,,true
P4159,M4159 + P4159,HV Randall Foods,2905 E. 50th St.,Vernon,CA,90058,,"Meat Processing, Poultry Processing","",5,503,Small,4,,true
P4177,M4177 + P4177,Leyen Food,14328 Lomitas Avenue,La Puente,CA,91746,,"Meat Processing, Poultry Processing",D & D poultry LLC,5,506,Small,4,,true
P4181,M4181 + P4181,Mao Foods,1839 E 42nd Street,Los Angeles,CA,90058,,"Poultry Processing, Poultry Slaughter","",5,535,Small,4,4,true
P4187,M4187 + P4187 + V4187,Wayne Provisions,5030 Gifford Ave.,Vernon,CA,90058,,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry","",5,503,Small,3,,true
P419,P419,Case Farms Processing,121 Rand Street,Morganton,NC,28655,,"Poultry Processing, Poultry Slaughter","",80,8007,Large,5,5,true
P425,P425 + V425,Northern Pride,401 Conley Avenue South,Thief River Falls,MN,56701,,"Certification - Export, Poultry Processing, Poultry Slaughter, Voluntary Slaughter - Poultry","",25,2527,Small,5,4,true
P4398,M4398 + P4398,DiLuigi,41 Popes Lane,Danvers,MA,01923,2020-08-07 00:00:00 UTC,"Meat Processing, Poultry Processing",Bridger and Loften County; Karv Aria,60,6008,Small,4,,true
P44097,P44097,DG Foods,5872 Airport Road,Bastrop,LA,71220,,Poultry Processing,"",40,4014,Small,5,,true
P44121,M44121 + P44121,Pelleh Poultry,522 Happy Avenue,Swan Lake,NY,12783,,"Meat Processing, Poultry Processing, Poultry Slaughter","",60,6027,Small,3,4,true
P44127,M44127 + P44127,Adesa International,1440 S. Vineyard Avenue,Ontario,CA,91761,,"Meat Processing, Poultry Processing","",5,525,Very Small,4,,true
P445,P445,Wayne Farms,802 E. Atkins Street,Dobson,NC,27017,,"Poultry Processing, Poultry Slaughter",Agar; Gordon Food Service,80,8007,Large,4,5,true
P4460,M4460 + P4460 + V4460,Dorzar,50 Avenue L,Newark,NJ,07105,2016-07-03 00:00:00 UTC,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",Great American Foods; New Great American Veal,80,8016,Small,4,,true
P44817,P44817,Chick-A-Ray Poultry & Egg,24877 Thompson Rd.,Albemarle,NC,28001,2012-07-02 00:00:00 UTC,Poultry Processing,"",80,80,Very Small,2,,true
P44826,P44826,Case Farms Processing,1925 30th St. NE,Canton,OH,44705,,"Poultry Processing, Poultry Slaughter","",50,5021,Small,5,5,true
P44869,M44869 + P44869 + V44869,Trig's Smoke House,1607 N. Steven Street,Rhinelander,WI,54501,,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry",Trig's,25,2519,Small,3,,true
P44932,M44932 + P44932 + V44932,BelCampo Butchery,329 S. Phillipe Lane,Yreka,CA,96097,,"Certification - Trichinae, Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Meat, Voluntary Sl","",15,1504,Very Small,3,2,true
P44935,P44935,Gold Creek Processing,2320 Webb Girth Road,Gainesville,GA,30507,,Poultry Processing,"",85,85,Small,4,,true
P44946,M44946 + P44946,Romeo Foods,7807 15th Avenue,Brooklyn,NY,11228,2017-01-06 00:00:00 UTC,"Meat Processing, Poultry Processing","",60,6018,Small,3,,true
P44974,P44974 + V44974,Goffle Road Poultry Farm,549 Goffle Road,Wyckoff,NJ,07481,2012-07-08 00:00:00 UTC,"Poultry Processing, Poultry Slaughter, Voluntary Slaughter - Rabbit","",80,8023,Very Small,3,4,true
P44976,M44976 + P44976,Empacadora y Procesadora del Sur,"Salida 76, Carretera 153",Coamo,PR,00769,,"Meat Processing, Poultry Processing","Empacadora y Procesadora del Sur; EmproSur; S.J. Meat Processing, Inc.",85,8544,Small,4,,true
P44992,P44992,Windy Meadows Family Farm,8045 CR 4209,Campbell,TX,75422,,"Poultry Processing, Poultry Slaughter","",40,4027,Very Small,2,3,true
P45056,P45056,Golden Foods,2408 Loma Avenue,El Monte,CA,91733,,Poultry Processing,"",5,514,Small,4,,true
P45131,P45131,Farbest Foods,3672 S. Keller Rd.,Vincennes,IN,47591,,"Poultry Processing, Poultry Slaughter","",50,5031,Large,5,4,true
P45134,M45134 + P45134,Birdsboro Kosher Farms,1100 Lincoln Road,Birdsboro,PA,19508,,"Meat Processing, Poultry Processing, Poultry Slaughter","",60,6060,Small,4,4,true
P45179,M45179 + P45179,Roger's Poultry,2004 E. 67th Street,Los Angeles,CA,90001,,"Meat Processing, Poultry Processing","",5,535,Small,2,,true
P45243,M45243 + P45243,Mama La's Kitchen,4802 Gulf FWY,Houston,TX,77023,2019-02-10 00:00:00 UTC,"Meat Processing, Poultry Processing","",40,4026,Small,2,,true
P45342,P45342 + V45342,Munsell's Poultry Processing,6131 Mason Road,Fowlerville,MI,48836,,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry, Voluntary Slaughter - Rabbit","",50,5034,Very Small,2,3,true
P45344,M45344 + P45344,Silver State Meats,6560 S. Tioga Way,Las Vegas,NV,89113,,"Meat Processing, Poultry Processing","",5,510,Small,3,,true
P45345,M45345 + P45345,Irwindale Poultry,15861 Salvatierra Street,Irwindale,CA,91706,,"Meat Processing, Poultry Processing","",5,506,Small,3,,true
P45445,M45445 + P45445,TCE FoodCo,8500 S. Western Avenue,Oklahoma City,OK,73139,,"Meat Processing, Poultry Processing","",40,4043,Very Small,2,,true
P45457,M45457 + P45457,J&Q Food,3225 S. Main Street,Fort Worth,TX,76110,,Poultry Processing,Evergreen Poultry,40,4025,Very Small,3,,true
P45465,M45465 + P45465 + V45465,Common Wealth Poultry,55 Industrial Drive,Gardiner,ME,04345,2021-01-04 00:00:00 UTC,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Rabbit, Voluntary Slaughter - Rabbit","",60,6025,Small,3,4,true
P45483,P45483,Peco Foods,4114 Highway 67 South,Pocahontas,AR,72455,2016-05-05 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",35,3513,Large,4,5,true
P45484,M45484 + P45484,Southern Hens,329 Moselle-Seminary Road,Moselle,MS,39459,2014-06-11 00:00:00 UTC,Meat Processing,"",90,9009,Small,4,,true
P45525,M45525 + P45525 + V45525,AA Poultry Processing,514 Cty AA,Ridgeland,WI,54763,2020-07-08 00:00:00 UTC,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Poultry, Voluntary Slaughter - Rabbit","",25,2522,Small,2,3,true
P45530,M45530 + P45530,Foodway,2205 Texas Ave.,Shreveport,LA,71103,,"Meat Processing, Poultry Processing","",40,4014,Very Small,3,,true
P45565,M45565 + P45565,Farm Fresh Foods,5016 Grimes Drive,Guntersville,AL,35976,2019-04-09 00:00:00 UTC,"Meat Processing, Poultry Processing","",90,9010,Large,5,,true
P45597,M45597 + P45597,Premier Custom Foods,756 Pawnee Ave,Kansas City,KS,66105,2018-04-10 00:00:00 UTC,"Meat Processing, Poultry Processing","",35,3507,Very Small,3,,true
P45638,P45638,Trilogy Foods,1445-B Josh Pirkle Road,Braselton,GA,30517,,Poultry Processing,"Garimark Foods; Garymark Foods, LLC; Trinity Foods, LLC; Vital Foods",85,8517,Small,4,,true
P45652,M45652 + P45652,Shah's Halal Food & Products,138 - 62 94th Avenue,Jamaica,NY,11435,2016-07-04 00:00:00 UTC,"Meat Processing, Poultry Processing","",60,6018,Very Small,4,,true
P45661,P45661,DH Farms,5619 FM 1624,Lexington,TX,78947,,"Poultry Processing, Poultry Slaughter","",40,4030,Very Small,2,3,true
P45682,M45682 + P45682 + V45682,Sky Blue Enterprises,1001 W. 45th St. Ste B-1,Chicago,IL,60609,,"Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry, Poultry Processing, Voluntary Processing - Poultr","",50,5003,Small,4,,true
P45687,M45687 + P45687,Meat Palace,640 Atkins Avenue,Brooklyn,NY,11208,2016-12-10 00:00:00 UTC,"Meat Processing, Poultry Processing","",60,6018,Very Small,3,,true
P45690,M45690 + P45690,Selim's Doner Kebap House,"11999 Plano Road, Suite 190",Dallas,TX,75243,2015-10-09 00:00:00 UTC,"Meat Processing, Poultry Processing","",40,4024,Very Small,2,,true
P45754,M45754 + P45754,El Churry,CAR 1 R842 K1 H3 INT BO CAIMITO,SAN JUAN,PR,00926,,"Meat Processing, Poultry Processing",EL CHURRY,85,8544,Very Small,2,,true
P45769,M45769 + P45769,Colorado Native Foods,4823 Lima St,Denver,CO,80239,,"Meat Processing, Poultry Processing","",15,1514,Small,3,,true
P45819,P45819,King and Sons Poultry Service,8091 Horatio Harris Creek Rd,Bradford,OH,45308,2020-03-06 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",King's Poultry Farm,50,5032,Very Small,3,4,true
P45839,P45839,Harrison's Poultry Farm,1201 Waukegan Rd.,Glenview,IL,60025,,Poultry Processing,"",50,50,Very Small,2,,true
P45855,M45855 + P45855,Interstate Foods,310 South Long Beach Blvd.,Compton,CA,90221,,"Meat Processing, Poultry Processing","",5,507,Small,4,,true
P45884,M45884 + P45884,Chef Creations,301 Cash Memorial Blvd.,Forest Park,GA,30297,,"Meat Processing, Poultry Processing",State Processors LLC,85,8505,Small,3,,true
P45888,M45888 + P45888,Master Sausage,4085H Lb Mcleod Rd.,Orlando,FL,32811,2017-06-02 00:00:00 UTC,"Meat Processing, Poultry Processing","",85,8527,Very Small,2,,true
P45891,M45891 + P45891,Kassian Farms,500 East 132nd Street,Bronx,NY,10454,,"Meat Processing, Poultry Processing","",60,6017,Small,2,,true
P45910,P45910,Sanderson Farms,2076 NC HIGHWAY 20,St Pauls,NC,28384,2017-06-01 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",80,8010,Large,5,5,true
P45919,M45919 + P45919,Circle C Farm Abattoir & Butcher Shop,951 Morris Taylor Rd.,Felda,FL,33930,2018-07-09 00:00:00 UTC,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter","",85,8533,Very Small,2,3,true
P460,P460 + V460,Jaindl Turkey Sales,3150 Coffeetown Road,Orefield,PA,18069,2013-12-08 00:00:00 UTC,"Certification - Export, Poultry Processing, Poultry Slaughter","",60,6040,Small,3,4,true
P46027,P46027,Foundation Food Group,2085 Industrial Drive,Gainesville,GA,30504,,Poultry Processing,"",85,85,Small,4,,true
P4602A,P4602A,New Market Poultry,145 EAST OLD CROSS ROAD,NEW MARKET,VA,22844,,"Poultry Processing, Poultry Slaughter","",80,8008,Small,5,4,true
P46070,M46070 + P46070,Marble City Meats,514 Odena Road North,Sylacauga,AL,35150,,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter","",90,90,Very Small,3,3,true
P46089,M46089 + P46089 + V46089,Caribbean Crescent,1430 Desoto Road,Baltimore,MD,21230,2020-09-09 00:00:00 UTC,"Certification - Export, Meat Processing, Poultry Processing","",80,8014,Small,3,,true
P46091,P46091,Ozark Mountain Poultry,1810 St. Louis Street,Batesville,AR,72501,2018-07-11 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","Forester Farmer's Market; OMP Foods; OMP Processing; Ozark Mountain Poultry, Inc.",35,3513,Large,5,5,true
P46166,P46166 + V46166,Brummel Poultry Processing,3309 W. Rock Falls Rd.,Rock Falls,IL,61071,,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry","",50,50,Very Small,2,3,true
P46183,P46183,Lotus Poulty,598 Monterey Pass Road,Monterey Park,CA,91754,,Poultry Processing,"",5,514,Very Small,4,,true
P46205,M46205 + P46205 + V46205,Dakota Provisions - West,2020 Center Street West,Huron,SD,57350,2018-02-05 00:00:00 UTC,"Certification - Export, Meat Processing, Poultry Processing","Dakota Provisions; Dakota Provisions, LLC",25,2535,Small,4,,true
P46213,P46213,Cobb Creek Poultry,143 HCR 3107,Hillsboro,TX,76645,,"Poultry Processing, Poultry Slaughter","",40,4033,Very Small,2,3,true
P46230,M46230 + P46230,Greenfield Foods,502 Boundary Blvd.,Algona,WA,98001,2017-08-09 00:00:00 UTC,"Meat Processing, Poultry Processing","",15,1526,Small,3,,true
P46231,M46231 + P46231,The Hot Pollo,1301 S. Sunkist St.,Anaheim,CA,92806,,"Meat Processing, Poultry Processing","",5,521,Small,4,,true
P46248A,P46248A,Wabash Poultry Processing,107 N. Center,Forrest,IL,61741,2019-05-11 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Slagel Family Meats Inc.,50,50,Very Small,2,3,true
P46255,P46255,RFC,700 South Wood Avenue,Florence,AL,35630,2017-11-09 00:00:00 UTC,Poultry Processing,Gemstone; Gemstone Foods; RCF; RCF   LLC,90,9010,Small,4,,true
P46307A,M46307A + P46307A,Cascun Farm,1294 Route 12,Greene,NY,13778,2021-09-04 00:00:00 UTC,"Meat Processing, Poultry Processing","",60,6028,Small,3,,true
P46319,M46319 + P46319,Teaster,2000 N. Loop Rd.,Alameda,CA,94502,2019-08-05 00:00:00 UTC,"Meat Processing, Poultry Processing","",5,511,Very Small,2,,true
P46338,P46338,Allen Harim Foods,29984 Pinnacle Way,Millsboro,DE,19966,,Poultry Processing,"",80,8017,Small,4,,true
P46370,M46370 + P46370 + V46370,Porthos Packaging,600 Green Lane,Union,NJ,07083,,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat, Voluntary Slaughter - Rabbit","",80,8016,Very Small,3,,true
P46374,P46374,Sanderson Farms - Tyler Processing Division,13523 FM 2015,Tyler,TX,75708,2019-07-01 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","Sanderson Farms, Inc.",40,4029,Large,5,5,true
P4653,M4653 + P4653,A.A. Rubashkin & Sons,4310 14th Ave,Brooklyn,NY,11219,,"Meat Processing, Poultry Processing","",60,6018,Small,3,,true
P4653A,M4653A + P4653A + V4653A,Agri Star Meat and Poultry,220 West Street,Postville,IA,52162,,"Certification - Export, Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",Aaron's Beef; Agriprocessors; Iowa Best Beef; Shor Harbor,25,2529,Large,5,4,true
P46563,M46563 + P46563,Madina Traders,181 Shore Court,Burr Ridge,IL,60527,,"Meat Processing, Poultry Processing",Canaan Foods; Madina Foods; Qasri Hills; Tihama Hills,50,5006,Small,4,,true
P46617,M46617 + P46617,Milestones Foods,5366 Dixie Industrial Drive,Lake City,GA,30260,,"Meat Processing, Poultry Processing","",85,8505,Small,3,,true
P46658,M46658 + P46658,Central Protein Provisioners,1051 Garrett Parkway,Lewisburg,TN,37091,,"Meat Processing, Poultry Processing","",90,9029,Small,2,,true
P46672,P46672,Norman W. Fries,575 Industrial Park Road,Sylvania,GA,30467,,Poultry Processing,Claxton Poultry Farms,85,8509,Small,5,,true
P46689,M46689 + P46689,Custom Cut Solutions,102 Crow St.,Albertville,AL,35950,,"Meat Processing, Poultry Processing","",90,9012,Small,5,,true
P468,P468,Peco Foods,625 South Allen,Batesville,AR,72501,2011-01-03 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",35,3513,Large,5,5,true
P46826,P46826,Shenandoah Valley Organic,862 N. Liberty Street,Harrisonburg,VA,22802,,"Poultry Processing, Poultry Slaughter","",80,8008,Small,4,5,true
P46835,M46835 + P46835,Megas Yeeros,165 Chubb Avenue,Lyndhurst,NJ,07071,2018-06-12 00:00:00 UTC,"Meat Processing, Poultry Processing","",80,8023,Very Small,4,,true
P4686,M4686 + P4686 + V4686,Arctic Foods USA,251 E Washington Avenue,Washington,NJ,07882,,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Rabbit","",80,8016,Small,1,,true
P46870,M46870 + P46870,Butterball,1000 E. Central Avenue,Raeford,NC,28376,,Poultry Processing,"",80,8010,Large,5,,true
P46894,M46894 + P46894,Magnolia Beef Holdings,137 INDUSTRIAL AVENUE,HASBROOK HEIGHTS,NJ,07604,2019-10-10 00:00:00 UTC,"Meat Processing, Poultry Processing","",80,8023,Very Small,2,,true
P46897,P46897,Ihsan Farms,30931 PARK DRIVE,PRINCESS ANNE,MD,21853,2016-08-03 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",80,8017,Small,4,4,true
P46910,M46910 + P46910 + V46910,B&R Meat Processing,633 N. Devils Den Rd.,Winslow,AR,72959,2018-01-05 00:00:00 UTC,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat","",35,3505,Very Small,2,3,true
P46922,M46922 + P46922,Global Foods Group,245 Quality Dr.,Clinton,AR,72031,,"Meat Processing, Poultry Processing","",35,3502,Very Small,2,,true
P46942,M46942 + P46942,Maple Wind Farm,1149 East Main Street,Richmond,VT,05462,,"Meat Processing, Poultry Processing, Poultry Slaughter","",60,6026,Small,2,3,true
P46946,M46946 + P46946,Shop Packaging,49 Hassey Street,New Bedford,MA,02740,,"Meat Processing, Poultry Processing","",60,6029,Very Small,,,true
P46953,M46953 + P46953,Fresh Advantage/Demakes Enterprises,18 Electronics Avenue,Danvers,MA,01923,,"Meat Processing, Poultry Processing",Old Neighborhood Foods; Thin 'n Trim; Waterhill Naturals; Waterhill Organancs,60,6008,Small,4,,true
P46966,M46966 + P46966,Encore Sausage Company,3137 Pennsy Drive,Hyattsville,MD,20785,,"Meat Processing, Poultry Processing","",80,8006,Small,3,,true
P47016,P47016,The Best Dressed Chicken,262 Speigner Road,Ward,SC,29166,,"Poultry Processing, Poultry Slaughter","",85,8521,Small,5,5,true
P47039,M47039 + P47039,QC Poultry,1111 W. Olympic Blvd.,Montebello,CA,90640,2021-06-04 00:00:00 UTC,"Meat Processing, Poultry Processing","",5,514,Small,4,,true
P4735,P4735,Somerville Live Poultry,621 Cambridge St,Cambridge,MA,02141,0098-08-24 00:00:00 UTC,Poultry Processing,"",,,,,,true
P47462,M47462 + P47462,Colorado Food Enterprises,6400 Broadway Unit 11,Denver,CO,80221,,"Meat Processing, Poultry Processing","",15,1514,Small,2,,true
P47472,P47472,Pure Pasture Packing,29612 Pony Path Road,Sedalia,MO,65301,,"Poultry Processing, Poultry Slaughter","",35,3508,Very Small,2,3,true
P47486,M47486 + P47486,Ranchers Processing,900 Airport Blvd.,Mendota,CA,93640,,"Meat Processing, Poultry Processing","",5,505,Small,4,,true
P47579,M47579 + P47579,Tyson Foods,550 Tyson Boulevard,Humboldt,TN,38343,,"Meat Processing, Poultry Processing, Poultry Slaughter","Delightful Farms; Howard County; Nature Raised Farms; Prospect Farms; Tyson Farms, Inc; Tyson Sales and Distribution, Inc",90,9023,Large,4,4,true
P47591,P47591,Custom Craft Poultry,4701 Asher Avenue,Little Rock,AR,72204,,Poultry Processing,"",35,3520,Large,4,,true
P476,P476,Pilgrim's Pride,616 Kingsbridge Road,Carrollton,GA,30117,,"Poultry Processing, Poultry Slaughter","",85,8505,Large,5,5,true
P4800,M4800 + P4800 + V4800,Eddy Packing,404 Airport Rd,Yoakum,TX,77995,2020-12-06 00:00:00 UTC,"Certification - Export, Meat Processing, Poultry Processing","",40,4030,Large,5,,true
P481,P481,Tyson Foods,671 Randall Wobbe Ln,Springdale,AR,72764,,"Poultry Processing, Poultry Slaughter","ALDI Inc.; Kirkwood; Lucerne Foods Inc.; Nature Raised Farms; Patti Jean; Prospect Farms; Sysco Corporation; The Kroger Company; TSD Sales & Distribution; Tyson Poultry, Inc.",35,3512,Small,4,5,true
P48119,M48119 + P48119,Custom Craft Poultry,3054 East Main,Batesville,AR,72501,,"Meat Processing, Poultry Processing",Batesville Cold Storage,35,3513,Small,4,,true
P48130,M48130 + P48130,GFP Processors,3330 Junction Highway,Ingram,TX,78025,2018-06-11 00:00:00 UTC,"Meat Processing, Poultry Processing","",40,4040,Small,4,,true
P48209,M48209 + P48209,Wholesum Foods,1877 Penn Mar Ave.,South El Monte,CA,91733,,"Meat Processing, Poultry Processing","",5,506,Very Small,3,,true
P48235,M48235 + P48235 + V48235,Crescent Specialty Foods,30 Central Avenue,Farmingdale,NY,11735,,"Certification - Export, Meat Processing, Poultry Processing",Copelli Finest; Crescent Cold Storage,60,6017,Very Small,4,,true
P48272,M48272 + P48272,Inland Seafood,2700 Avenue D,Birmingham,AL,35218,2019-08-03 00:00:00 UTC,"Meat Processing, Poultry Processing",American Butcher,90,9001,Very Small,2,,true
P4828,M4828 + P4828,A.I. Foods,1700 North Soto St.,Los Angeles,CA,90033,,"Meat Processing, Poultry Processing",AI Kitchen Specialties; Rizal Brand,5,515,Small,3,,true
P48304,P48304,Lincoln Premium Poultry,1325 E. Cloverly Road,Fremont,NE,68025,,"Poultry Processing, Poultry Slaughter","",15,1516,Large,5,5,true
P48308,P48308,J-Bar Poultry Processing,440 Ada Rd,New Plymouth,ID,83655,2018-06-03 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",15,1507,Very Small,2,3,true
P4846,M4846 + P4846,Heatherfield Foods,1150 W Brooks St.,Ontario,CA,91762,,"Meat Processing, Poultry Processing",Villa Roma Sausage,5,506,Small,4,,true
P4847,M4847 + P4847,Win Fat,700 Monterey Pass Road,Monterey Park,CA,91754,2010-11-05 00:00:00 UTC,"Meat Processing, Poultry Processing","",5,514,Small,3,,true
P48471,P48471,Soulshine Farms,2411 White Sulphur Road,Gainesville,GA,30501,,Poultry Processing,"",85,8513,Very Small,4,,true
P486,P486,Simmons Prepared Foods,1001 East Main Street,Siloam Springs,AR,72761,,Poultry Processing,"Blue Ribbon Farms; Simmons Foods, Inc; Simmons Industries, Inc.; Simmons Poultry Farms, Inc.",35,3518,Small,4,,true
P4871,M4871 + P4871,Golden Eagle Services,8329 Long Beach Blvd.,South Gate,CA,90280,,Poultry Processing,"",5,507,Small,2,,true
P4873,M4873 + P4873,Commercial Meat Company,7820 Industry Avenue,Pico Rivera,CA,90660,2020-03-09 00:00:00 UTC,"Meat Processing, Poultry Processing","",5,514,Small,3,,true
P4894,M4894 + P4894 + V4894,Apple Valley Farms,1828 E. Hedges Avenue,Fresno,CA,93703,2019-12-11 00:00:00 UTC,"Animal Foods Inspection, Meat Processing, Poultry Processing",Cencal Foods LLC,5,505,Small,3,,true
P492,P492,Buckhead Meat & Seafood Mid-Atlantic,1920 Stanford Ct.,Landover,MD,20785,0020-08-31 00:00:00 UTC,Poultry Processing,Metropolitan Poultry Co.,,,,,,true
